employee_id,first_name,last_name,email,phone,position,salary,store_id
664,Benjamin,Barker,reginald43@example.com,275-293-3085x7473,Store Manager,77364,40
665,Kimberly,Jones,jenna58@example.com,+1-458-215-1004,Store Manager,85258,87
666,Danielle,Webb,shannon26@example.org,296-650-0087x5921,Customer Support,51580,28
667,Brittany,Yang,vcarroll@example.net,538-894-2728,Sales Associate,70953,58
668,Mary,Ross,torresnancy@example.org,001-384-594-6407x5385,Sales Associate,68840,31
669,Thomas,Maynard,craig09@example.com,551-796-5041x40004,Inventory Executive,62610,12
670,Patrick,Hale,ybriggs@example.org,(423)815-1593,Customer Support,57733,81
671,Gavin,Hall,snelson@example.org,610.774.4734x8138,Cashier,72080,68
672,Alexis,Banks,sellersrobert@example.org,323-514-4979x485,Store Manager,57220,74
673,Shawn,Johnson,clarkashley@example.org,458.253.9026x33144,Cashier,51427,10
674,Kenneth,Mcconnell,caldwellamanda@example.org,+1-408-648-1770x5792,Sales Associate,55202,60
675,Pamela,Sanders,brittany70@example.com,+1-986-975-7088x7380,Cashier,74125,61
676,Luke,Simpson,kerriwhite@example.org,(973)611-0864x6215,Cashier,71252,41
677,Donald,Gonzales,phillip26@example.org,853.822.6197x50354,Store Manager,81253,60
678,Danielle,Guerrero,chambersabigail@example.net,529-659-7875,Cashier,69864,90
679,Stephen,Kirk,jenniferjones@example.org,502.492.9840x015,Store Manager,41745,73
680,Lee,Brown,gmejia@example.org,726.548.9719x33092,Customer Support,83290,58
681,Tasha,Mitchell,shelley90@example.com,952.503.8023x7037,Inventory Executive,49124,89
682,Gregory,Byrd,kruegercaleb@example.com,5684165386,Inventory Executive,59319,98
683,Stephen,Melton,etownsend@example.org,+1-677-498-5046x4648,Store Manager,68270,29
684,Rebecca,Russell,ymullen@example.com,+1-936-440-5018x76683,Sales Associate,69790,74
685,Timothy,Waters,gvasquez@example.net,871-701-1839x3940,Store Manager,35781,4
686,Heather,Everett,rroberson@example.org,001-656-570-8661x174,Cashier,45132,2
687,Lindsay,Johnson,ugibson@example.org,213-399-0489x07565,Store Manager,52971,28
688,Andrew,Aguirre,amanda87@example.com,(815)664-3607,Store Manager,33704,14
689,Katherine,Smith,gutierrezjoyce@example.com,(953)670-4965x33561,Sales Associate,35584,71
690,Kevin,Campbell,barnettbrian@example.org,+1-254-374-6277x134,Store Manager,47984,72
691,Jennifer,Hicks,yrichardson@example.org,001-634-208-8489x650,Inventory Executive,47061,60
692,Tamara,Reynolds,david84@example.net,(859)298-4294x71583,Store Manager,75349,41
693,John,Mack,kimberlycole@example.net,779-311-1030x84455,Cashier,75704,98
694,Sean,Johnson,eric59@example.com,973-786-0418x95521,Sales Associate,79972,92
695,Susan,Davis,steven88@example.org,(996)943-2848x862,Customer Support,85726,73
696,Rick,Fuentes,gonzaleskatie@example.net,792-656-7148x69201,Customer Support,78797,91
697,Tara,Smith,marie13@example.net,675-535-3997x571,Cashier,34571,83
698,Jeffrey,Thomas,sonyasmith@example.org,312-375-0540,Sales Associate,43182,12
699,Amy,Adams,joseph38@example.net,688.732.7321x81273,Inventory Executive,66064,79
700,Steven,Butler,jose93@example.com,787.502.0039,Store Manager,49739,81
701,Glenda,Evans,ldavis@example.com,484-529-0057,Sales Associate,46249,3
702,Ashley,Lewis,aaronbrown@example.net,(973)881-6864,Sales Associate,70822,60
703,Chad,Wright,burtoncarlos@example.com,576-445-7897x939,Cashier,42821,38
704,Edwin,Clark,christinaspencer@example.org,534.660.7859x86267,Inventory Executive,39995,100
705,Mark,Rojas,brockheidi@example.net,001-546-671-1302x8821,Sales Associate,45079,8
706,Sherri,Delgado,gfox@example.net,(217)582-7728,Inventory Executive,50912,80
707,Seth,Miller,klove@example.org,5928873163,Inventory Executive,86633,10
708,Darryl,Larsen,byrdandrew@example.com,558-579-0086x8311,Inventory Executive,32190,24
709,Veronica,Bates,taylor08@example.org,001-614-706-8484,Inventory Executive,79556,51
710,Pamela,Klein,mroberts@example.org,001-866-810-9094x8291,Inventory Executive,60464,70
711,Raymond,Beard,yodereric@example.org,001-415-886-3899x4653,Sales Associate,54103,48
712,Andrew,Rodriguez,stephanie23@example.net,(797)693-1462,Cashier,30091,22
713,Brian,Hart,mullenjose@example.net,894-457-2333x40033,Inventory Executive,63122,81
714,Linda,Carson,michaelpeterson@example.com,+1-516-650-8196x55411,Customer Support,58088,59
715,William,Santos,msloan@example.com,+1-769-763-7538x68008,Store Manager,49472,50
716,Richard,Lee,lellis@example.net,491.805.4629,Cashier,49259,51
717,Steven,Vasquez,avilatanya@example.net,001-717-654-9670x2525,Cashier,39201,99
718,Jeremy,Rivera,douglasbrandon@example.com,622.272.7895,Inventory Executive,51103,78
719,Emily,Cooper,laura61@example.net,+1-879-388-4991x797,Cashier,54443,53
720,Kelly,Sanders,uholmes@example.org,001-726-483-4282x3478,Customer Support,70519,2
721,Emily,Reed,mark39@example.net,001-916-359-2250x6032,Inventory Executive,65350,11
722,Michelle,Wiggins,pettytracy@example.com,464.738.6488,Store Manager,34880,1
723,Ashley,Woodard,justincook@example.com,+1-435-518-0371x771,Inventory Executive,39644,83
724,Rebecca,Miller,charleshess@example.net,(549)430-6356,Inventory Executive,69716,6
725,Lisa,Campbell,garystrong@example.net,546-427-6032x16025,Inventory Executive,34845,11
726,Stephen,Mckenzie,debra27@example.org,288.826.6043,Inventory Executive,45456,51
727,Paula,Guerra,joshualambert@example.net,498-425-0245x651,Cashier,77344,83
728,Mackenzie,Woods,andrew49@example.com,001-427-396-8654x78508,Store Manager,82910,63
729,Jodi,Stevens,sheryl42@example.com,861.430.8931,Sales Associate,46044,4
730,Kenneth,Cox,holmeskristine@example.net,986-491-7903x266,Cashier,60299,36
731,Judy,Lucas,gabriellemcconnell@example.com,335-957-9767,Inventory Executive,34154,16
732,Christopher,Martinez,charlesleon@example.com,(480)491-5854,Sales Associate,57090,56
733,Paul,Scott,dferguson@example.org,+1-286-629-4102x879,Inventory Executive,60696,34
734,Eric,Kelly,navarrotracy@example.org,955-549-1873x4379,Cashier,85283,87
735,Kyle,Smith,etaylor@example.com,250-719-9086,Inventory Executive,55393,74
736,Jon,Guzman,jenniferdunn@example.com,+1-683-926-0451x7182,Customer Support,35808,9
737,Courtney,Juarez,zkim@example.org,+1-855-433-1744,Inventory Executive,35136,12
738,Troy,Welch,phill@example.org,484-344-9716,Cashier,80411,3
739,Elizabeth,Alvarado,bennettmartin@example.org,(400)378-2774,Customer Support,53856,100
740,Michaela,Smith,lclark@example.org,628.469.7230x66193,Customer Support,87895,55
741,Melissa,Perez,oneilljeffrey@example.net,+1-800-922-1146x742,Store Manager,59996,71
742,Pamela,Callahan,michaelingram@example.com,307.984.2561x8313,Inventory Executive,74152,28
743,Michael,Carter,michellebishop@example.com,(520)505-8569,Customer Support,60063,86
744,Christopher,Wilson,barbara13@example.net,(850)445-9910x39104,Store Manager,55030,73
745,Charles,Holder,heathermanning@example.net,6859891200,Sales Associate,39791,17
746,Jason,Graham,smithjoshua@example.org,603-876-1753,Cashier,65951,7
747,Ryan,Richardson,matthewpayne@example.org,001-863-947-3177,Store Manager,88912,24
748,Susan,Frost,david26@example.net,5733340740,Customer Support,34044,18
749,Tammy,Christensen,glenncarol@example.org,001-871-281-1876x67082,Inventory Executive,70476,84
750,Antonio,Rubio,bakerjustin@example.net,(482)380-4176x25582,Store Manager,48128,49
751,Victoria,Tucker,ginanichols@example.org,772.820.9280x2297,Sales Associate,87135,99
752,Bryan,Garcia,kevinjohnson@example.com,791.982.1264x25168,Cashier,81187,9
753,Claudia,Oneill,bassmichael@example.org,739-635-7170x3641,Customer Support,42203,30
754,Stephanie,Harrell,simserin@example.org,582-708-2860x1626,Inventory Executive,88353,56
755,Amy,Day,xmckinney@example.com,481-302-4001,Cashier,69785,21
756,Matthew,Reynolds,william80@example.com,473-949-0781x1353,Store Manager,47577,16
757,Kevin,Davis,yhurst@example.org,801.859.6676,Store Manager,58215,57
758,Jessica,Moore,sharon20@example.org,386.762.9733x79874,Store Manager,54171,85
759,William,Roberts,beckrichard@example.org,001-229-770-2042x488,Customer Support,30835,24
760,Brenda,Scott,robin35@example.org,+1-229-672-8428x560,Store Manager,36732,11
761,Christopher,Knight,brittanyhall@example.net,+1-325-372-3934x173,Cashier,67137,90
762,Danielle,Guerra,crystal30@example.org,324.641.4527x1324,Inventory Executive,80206,18
763,Christopher,Marsh,morenoamber@example.org,355-966-3007,Store Manager,41908,43
764,Erin,Bauer,mitchelljennifer@example.net,216-534-3506,Sales Associate,84697,10
765,Heidi,Williams,johnsonkaren@example.net,+1-480-958-1982x1263,Cashier,62878,69
766,Brittany,Ramirez,tanyayoung@example.org,001-815-738-6540x1693,Inventory Executive,54614,62
767,Lori,Jones,gibsonbonnie@example.net,970-303-2652x577,Cashier,30607,96
768,Amy,Alexander,robinsonlisa@example.com,001-677-300-4795,Cashier,44200,66
769,Vicki,Rhodes,rosschristopher@example.com,+1-280-631-1459x2782,Cashier,56654,42
770,Cody,Rojas,lawrence51@example.com,682-835-5464x93987,Cashier,30532,39
771,Leslie,Duncan,sarah15@example.com,+1-383-215-4516x79562,Cashier,60895,35
772,Nicole,Weber,michael24@example.net,(819)825-4622x55938,Cashier,75242,3
773,Lisa,Owen,gcarter@example.org,001-678-458-4535x8065,Sales Associate,32862,18
774,Alexis,Zuniga,douglas34@example.net,(909)289-2007x045,Sales Associate,37400,62
775,Justin,Keller,smithallison@example.net,+1-426-291-9187,Customer Support,67225,29
776,Henry,Johnston,rsoto@example.net,(711)953-9122x6874,Sales Associate,57714,20
777,Greg,Strong,robertfrye@example.com,568-809-5629,Sales Associate,63813,43
778,Christopher,Sanchez,jenna05@example.com,+1-974-896-1330x92658,Customer Support,34024,7
779,Dennis,Warner,brian77@example.org,(429)490-9092,Cashier,64406,49
780,Alexis,Brown,robbinsjennifer@example.com,(679)894-6647,Sales Associate,55898,75
781,Todd,Hayes,qpineda@example.net,+1-696-227-0116x400,Customer Support,72698,53
782,Kathleen,Burns,adrian88@example.net,(442)426-3446,Customer Support,61969,72
783,Hannah,Howard,ubuckley@example.org,365-569-9378x087,Store Manager,58511,1
784,James,Thomas,mvazquez@example.net,966-795-5690x71170,Store Manager,35896,15
785,Kevin,Warren,dstewart@example.com,(231)514-7186x294,Inventory Executive,72013,100
786,Michelle,Buckley,briansmith@example.com,223-925-5242x5925,Sales Associate,52484,93
787,Robert,Bowers,karen68@example.com,+1-777-775-5900x45445,Sales Associate,59985,86
788,Maria,Saunders,currydenise@example.com,001-403-280-7824x194,Inventory Executive,88092,62
789,Danielle,White,xalvarez@example.net,790-332-2576x525,Customer Support,36970,65
790,Tony,Salinas,jacqueline66@example.org,001-961-376-3919x75866,Cashier,87409,4
791,Jason,Gomez,shane32@example.com,323-787-8238,Store Manager,74769,39
792,Timothy,Pittman,tammy39@example.com,+1-759-671-8489x2619,Inventory Executive,81919,79
793,Robert,Adams,ariasdonna@example.org,+1-946-722-2922x471,Inventory Executive,55857,80
794,Vanessa,Green,dlindsey@example.net,001-536-970-2668,Cashier,47363,89
795,Todd,Rodriguez,woodbenjamin@example.org,963-672-3306x998,Store Manager,57168,25
796,Michael,Becker,evanscott@example.org,(931)725-2107,Sales Associate,67000,85
797,Chad,Stephens,lopezjoel@example.com,001-574-709-1601x110,Inventory Executive,50130,3
798,Amber,Taylor,bookerlouis@example.com,001-221-700-9523x33252,Sales Associate,88584,67
799,Brenda,Pacheco,tschneider@example.org,4489386737,Cashier,46156,60
800,Taylor,Ibarra,fpham@example.com,283-957-2349,Cashier,34542,37
801,Melinda,Peters,knightmichael@example.com,(449)810-1533,Customer Support,65895,50
802,Elizabeth,Martinez,tonya16@example.net,(653)243-4514x975,Customer Support,32276,19
803,Howard,Johns,jenkinsandrew@example.org,421-381-1007x789,Inventory Executive,41031,32
804,Denise,Johnson,jacksonsarah@example.net,(371)349-0759x081,Sales Associate,34102,86
805,Allison,Gardner,tking@example.net,(741)865-6130x807,Inventory Executive,33792,4
806,Richard,Carter,greenhunter@example.net,602-816-5177,Store Manager,79101,81
807,Angela,Novak,deanmichael@example.org,(756)940-2430x90255,Sales Associate,34148,93
808,Rachel,Robinson,jacobhawkins@example.net,3734167095,Sales Associate,30289,76
809,Kaitlyn,Torres,leewendy@example.org,(407)652-2652,Inventory Executive,70177,26
810,Susan,Moore,terrischmidt@example.net,877-319-4166,Cashier,36170,9
811,Lori,Young,robin50@example.com,001-799-462-1690x946,Cashier,74124,65
812,Jason,Moore,jonathon42@example.net,605-942-3460x89897,Inventory Executive,34994,60
813,Timothy,Robertson,sharon70@example.org,+1-285-431-5332x6794,Sales Associate,44911,30
814,Stacie,Deleon,melissadorsey@example.com,001-628-507-3279x58403,Cashier,30042,28
815,Jason,Hoffman,clarkjessica@example.com,(267)798-0458,Store Manager,41857,93
816,Robert,Oconnell,jguerrero@example.org,+1-255-627-7652x8793,Cashier,33324,82
817,Amanda,Gonzales,thomaschang@example.org,678.959.5763,Cashier,66195,73
818,Sarah,Daniels,joanna82@example.net,(705)398-2702x7222,Customer Support,89929,39
819,Christopher,Harris,josephgarcia@example.com,665-255-2482,Sales Associate,65700,27
820,Michael,Sherman,ggould@example.net,+1-528-772-5556,Customer Support,60862,61
821,Christopher,Hawkins,sean01@example.org,802.241.4839,Cashier,75167,8
822,Ashley,Leon,masonrodriguez@example.com,001-787-675-0835,Sales Associate,47462,86
823,Alec,Frey,wgarcia@example.com,001-426-473-5985x340,Inventory Executive,63886,5
824,Joseph,Rodriguez,dmcpherson@example.org,8189596974,Sales Associate,51228,23
825,John,Howe,wilsonshane@example.org,+1-603-776-5157x37222,Store Manager,82510,58
826,Patrick,Smith,christianpatrick@example.net,231.912.1760x104,Customer Support,42819,34
827,Christopher,Mckinney,jonathangross@example.com,+1-931-876-2376x960,Sales Associate,86253,2
828,Tracy,Meyer,nmitchell@example.org,(428)905-8378x9291,Cashier,82589,94
829,Nicholas,Anderson,khanjoe@example.net,5874675162,Cashier,77448,71
830,Kimberly,Vaughan,frederick55@example.net,621.599.4509,Customer Support,77289,62
831,Walter,Perry,parksmorgan@example.org,+1-943-448-9277x458,Store Manager,80735,68
832,Stephanie,Ramirez,ramirezpamela@example.net,735-499-9612,Cashier,57996,16
833,Alexis,Powell,tharrington@example.org,(265)278-5294x0065,Customer Support,53018,25
834,Jeffrey,Wilson,kimberlyray@example.org,616.331.8021x2364,Sales Associate,34606,64
835,Sara,Griffin,mcarpenter@example.org,763-397-4890x68404,Sales Associate,52220,9
836,Tamara,Martin,elizabethcollins@example.com,5993822858,Sales Associate,42734,60
837,Caitlin,Sullivan,randolphjoshua@example.org,001-537-877-2968x5310,Cashier,30241,12
838,Steven,Mcdonald,karen47@example.com,871.749.4130,Sales Associate,48456,33
839,Mary,Clarke,ypatton@example.org,001-622-972-7308x760,Cashier,50497,49
840,Brian,Young,christinawhitaker@example.org,626-911-2856x820,Store Manager,61460,63
841,Daniel,Goodman,lisa36@example.net,+1-671-767-9843,Cashier,83537,38
842,Ashley,Thomas,lancewatson@example.org,(958)792-7189x98634,Store Manager,64735,26
843,Michael,Collier,paulakane@example.net,967.289.4113x023,Customer Support,43007,86
844,Dean,Morgan,tuckerjoshua@example.net,+1-305-611-2667x2034,Cashier,60093,93
845,Joel,Hunt,jillian70@example.com,457.362.4790x1150,Inventory Executive,72281,19
846,Samantha,Page,thomaswilliams@example.net,+1-643-554-4148x7641,Inventory Executive,79659,14
847,Mary,Johnson,adam28@example.com,945.453.1960,Inventory Executive,41578,25
848,Elizabeth,Solomon,robin26@example.net,7598845115,Inventory Executive,31561,9
849,Jesus,Henderson,mary35@example.org,839-373-4261,Customer Support,81058,8
850,Hannah,Blake,ecalhoun@example.org,3869900885,Inventory Executive,51411,19
851,Jamie,Baird,teresa59@example.net,301-243-2588,Customer Support,64232,6
852,Amanda,Frank,thomasjames@example.com,+1-702-746-2519,Cashier,66542,42
853,Dana,Wells,jcain@example.com,+1-331-965-6768x93802,Store Manager,37767,68
854,Kathleen,Gallegos,noblemark@example.com,001-719-920-0223x95991,Sales Associate,32364,95
855,Mike,Guerrero,kathrynstewart@example.com,879-616-0069x976,Inventory Executive,54837,63
856,Morgan,Brooks,xjohnson@example.net,(559)875-9673x1242,Store Manager,63443,52
857,Jill,Nunez,marianelson@example.org,861-825-2128x0192,Customer Support,68012,46
858,Kyle,Lutz,christophergreen@example.com,228-225-5247,Store Manager,87775,37
859,Stephanie,Berry,kimberly88@example.com,+1-910-697-5351x48308,Sales Associate,80748,96
860,Andrew,Walker,timothybennett@example.com,426-364-0690,Customer Support,45093,33
861,Anthony,Sloan,anthony20@example.com,(321)423-7715x6141,Inventory Executive,76458,60
862,Lance,Garcia,palvarez@example.net,564.960.2143,Store Manager,53698,14
863,Jacob,Lee,smithmatthew@example.org,001-940-234-6873,Inventory Executive,51547,79
864,Angela,Gonzalez,lpacheco@example.org,(822)310-2160,Sales Associate,40831,26
865,Deborah,Grimes,munozcrystal@example.com,678-977-9604x5348,Sales Associate,71662,5
866,Michelle,Salinas,annettejohnson@example.org,(283)976-0533,Cashier,40657,48
867,Kurt,Jones,sanderson@example.com,267.292.1318x43725,Sales Associate,76527,40
868,Natalie,Trujillo,david23@example.com,596.729.5609x8147,Cashier,31544,49
869,Christopher,Ramirez,sarah04@example.net,2737502670,Cashier,40732,53
870,Gabriel,Gordon,longjackson@example.net,582.882.0767x765,Cashier,45748,60
871,Rhonda,Johnson,oglenn@example.com,001-437-650-7197,Inventory Executive,47576,88
872,Julie,Macdonald,shellymills@example.org,+1-292-343-5626x1987,Store Manager,38794,23
873,Rachel,Thomas,mark33@example.net,001-400-684-2219x4295,Store Manager,57946,3
874,Jennifer,Payne,rodneywalker@example.com,601.877.3310,Store Manager,69845,60
875,Hannah,Johnson,ysmith@example.org,702.224.6794,Cashier,41479,25
876,Teresa,Spencer,connerjodi@example.net,(690)684-7614,Inventory Executive,39751,98
877,Dustin,Kim,robert75@example.net,745.755.3526,Cashier,87894,85
878,Melody,Ellison,eric91@example.org,730.315.7196,Inventory Executive,75147,92
879,Sarah,Chaney,lindsey45@example.com,4567562770,Sales Associate,36562,31
880,Carrie,Patton,hineskevin@example.net,001-965-337-0247x799,Sales Associate,31249,64
881,Craig,Williams,pamela74@example.net,500-716-2441x75363,Sales Associate,47404,44
882,Douglas,Cox,rebeccarobinson@example.org,273-881-0495x61185,Customer Support,32721,37
883,Alexandria,Williams,wilsontony@example.com,2102756664,Store Manager,42865,67
884,Brittney,Walker,johnny24@example.org,716-444-6367x81885,Sales Associate,78079,15
885,Michael,Taylor,cjohnson@example.com,+1-696-206-1664,Store Manager,60437,89
886,Dennis,Jones,ian42@example.org,474.593.6539x03086,Store Manager,54338,66
887,Tina,Sims,sarah10@example.com,(650)545-3406,Sales Associate,54437,13
888,Jerry,Gardner,kristinthomas@example.com,(655)600-8516x12532,Sales Associate,80642,26
889,Rachel,Wilson,jerry07@example.com,001-350-716-4504x7966,Cashier,74785,24
890,David,Collins,karenduke@example.com,+1-736-786-0834x05961,Sales Associate,51585,50
891,Jeff,Brown,osutton@example.net,+1-717-945-0877x74503,Customer Support,31842,52
892,Diana,Brown,robert06@example.com,215.991.1612x415,Cashier,88366,97
893,Joshua,Hernandez,nweiss@example.com,+1-430-290-6508x55837,Store Manager,45064,17
894,Felicia,Davis,hector08@example.net,(495)423-5595,Customer Support,73228,45
895,Alan,Barnett,amy11@example.com,001-981-534-1548x88736,Customer Support,75830,38
896,Andrew,Kelly,zstewart@example.com,780-938-7876x8181,Sales Associate,31904,92
897,Mary,Neal,edonovan@example.net,001-742-977-3466x59308,Cashier,64020,32
898,Lisa,George,kevinhoffman@example.net,847.926.7351x113,Sales Associate,72876,61
899,Mary,Velasquez,shicks@example.net,893.290.9649x3774,Cashier,38374,6
900,Raymond,Turner,obrienamber@example.org,001-500-254-9569x09748,Sales Associate,56633,15
901,Louis,Harrison,tommybryan@example.com,(440)681-2516,Sales Associate,76695,21
902,Catherine,Wilson,vjones@example.org,668-474-8479,Sales Associate,36142,96
903,Mark,Grant,jessicareyes@example.org,001-707-332-6678x188,Inventory Executive,75751,75
904,Mary,Key,lorismith@example.net,(348)347-4117x75714,Customer Support,74206,32
905,Suzanne,Mercer,jeffrey13@example.com,353.638.2782x56488,Inventory Executive,82825,57
906,April,Erickson,marksawyer@example.org,+1-755-816-6633,Cashier,64382,48
907,Christopher,Herring,jennifervillegas@example.org,918-975-0157x435,Inventory Executive,39106,64
908,Lisa,Morales,smithrobert@example.com,6145195029,Customer Support,69587,38
909,Emma,Peters,timothy14@example.org,694.232.6466x623,Inventory Executive,56637,15
910,Stephanie,Leonard,amandarogers@example.org,001-273-239-7216x257,Sales Associate,72417,97
911,Lisa,Williams,erin91@example.net,629-957-3267,Store Manager,63723,34
912,Alex,Johnson,sjoseph@example.org,608-693-8930x2584,Sales Associate,51670,80
913,Barbara,Dorsey,robinsoncarol@example.net,001-297-650-6606x794,Customer Support,68123,16
914,Victoria,Cherry,dblack@example.org,(854)319-0279x5797,Sales Associate,71366,1
915,Jeffrey,Donaldson,kturner@example.org,001-893-695-7715x90530,Inventory Executive,46731,51
916,Gregory,Kennedy,youngvictoria@example.com,+1-589-393-5505x9906,Cashier,57332,14
917,Gina,Miller,ineal@example.net,001-226-833-7082x502,Store Manager,33531,44
918,Justin,Lee,rbrown@example.com,001-581-767-0576x509,Inventory Executive,67931,51
919,David,Turner,phillipsbenjamin@example.org,+1-634-478-2740x705,Customer Support,83304,28
920,Caitlin,Cline,donaldrivera@example.com,215.896.3811x4661,Inventory Executive,69842,50
921,William,Riley,alicia89@example.com,261-989-4724x6232,Inventory Executive,56759,63
922,David,Winters,raymondfrazier@example.com,(229)503-3074x55104,Sales Associate,71523,62
923,Karina,Estes,williamsdarlene@example.net,001-505-719-8386x9176,Sales Associate,37962,31
924,David,Clark,lance96@example.com,(233)781-4866,Customer Support,65034,16
925,Kristin,Harris,jordanhartman@example.com,001-653-786-8604x987,Cashier,56496,22
926,Mary,Wilson,smyers@example.com,3973754688,Sales Associate,64429,7
927,Rebekah,Mccarthy,sharonbell@example.net,+1-348-615-7365x6231,Sales Associate,78547,43
928,Melissa,Jones,gmatthews@example.net,+1-878-697-8484,Store Manager,60044,25
929,Tina,Kim,eric15@example.com,756.609.5553x1156,Sales Associate,62014,16
930,Dennis,Schwartz,christina47@example.com,354.690.3544x812,Sales Associate,72789,67
931,Margaret,Patton,courtneyroberts@example.org,227.382.0294x78375,Inventory Executive,34657,25
932,Franklin,Moses,mking@example.net,297-358-2074x6855,Store Manager,49756,7
933,Anne,Johnson,anthonytorres@example.com,750.839.8220x886,Cashier,78460,23
934,Rebecca,Barrett,kellystephens@example.net,+1-464-574-7649x0325,Inventory Executive,88563,63
935,Amy,Boyd,sellersdeborah@example.org,+1-534-315-6078x8418,Customer Support,87385,49
936,Meagan,Henry,dustin94@example.org,(246)399-0154x5711,Store Manager,64403,13
937,Tony,Alexander,michaelrobinson@example.org,393.927.7746,Inventory Executive,33832,49
938,Samantha,Davis,jeffrey99@example.net,(591)914-0203,Inventory Executive,64436,2
939,Logan,Wood,timothy85@example.org,697-593-4778,Customer Support,86462,81
940,Kristin,Russell,randy82@example.org,(860)643-3620x53573,Cashier,85643,25
941,Nicole,Delacruz,betty80@example.net,(216)221-8926x8069,Store Manager,80831,24
942,William,Steele,mwright@example.org,(376)349-9544x235,Sales Associate,54780,37
943,Ricky,Macias,laurabanks@example.org,001-688-750-9720x0502,Sales Associate,46566,65
944,James,Murphy,amberbaker@example.org,001-290-278-2443x3540,Sales Associate,68590,28
945,Suzanne,Jefferson,jamesowens@example.com,799-288-2454,Inventory Executive,56731,65
946,Zachary,Rodriguez,martin23@example.org,(343)839-5554,Cashier,49839,13
947,Tonya,Cooley,jacquelinesmith@example.com,+1-835-510-4087x998,Cashier,81690,94
948,Donald,Wilson,lindsey31@example.net,(337)651-5802,Inventory Executive,31371,9
949,Kimberly,Kent,jonesmark@example.com,(579)988-3411x539,Inventory Executive,60935,13
950,Kathleen,Lee,fvillarreal@example.org,+1-477-751-5461x62297,Inventory Executive,82086,39
951,Ashley,Underwood,walkeramanda@example.com,572.594.5369,Inventory Executive,88651,6
952,Noah,Ramirez,kharvey@example.net,777-795-3923,Customer Support,73390,67
953,Maurice,Rhodes,jeremiahbarnett@example.org,+1-502-369-9221x35965,Cashier,59996,29
954,Larry,Sharp,marksmith@example.org,589-756-8018,Cashier,79486,62
955,Matthew,Bradley,hbrock@example.com,640.758.3663x41506,Store Manager,34456,24
956,Jimmy,King,lisadelgado@example.net,(777)205-6377x21667,Store Manager,58065,5
957,Monica,Miller,katherine14@example.net,346.515.8321,Store Manager,47880,50
958,Elizabeth,Aguilar,qthompson@example.net,756-576-6297,Cashier,78859,27
959,Stephanie,Miller,jgonzalez@example.net,(607)476-7269x3906,Customer Support,55146,59
960,Theresa,Smith,popewendy@example.com,248-895-4063x61377,Cashier,33026,96
961,Gabrielle,Cannon,hectorsmith@example.com,224-612-7482x794,Inventory Executive,34727,100
962,Dominique,Cole,ghart@example.org,(222)276-4401,Cashier,71858,65
963,Jose,Rodriguez,brownsierra@example.org,001-518-742-5449x698,Store Manager,35335,32
964,Paul,Pratt,greenechristopher@example.net,+1-383-302-9510x92027,Customer Support,75970,40
965,Amber,Webster,sophia03@example.com,432.446.4060,Customer Support,46370,25
966,Tiffany,Rhodes,stephanie17@example.com,+1-766-813-5016x889,Sales Associate,66686,32
967,Duane,Mullins,npalmer@example.net,825.265.2687x95800,Sales Associate,64675,3
968,Teresa,Hunter,christensendanielle@example.com,907.899.8206x37229,Inventory Executive,36697,2
969,Carrie,Hernandez,richard57@example.net,559.439.3466x7675,Cashier,30283,36
970,Bryan,Davis,charlesreeves@example.com,(675)522-5121,Sales Associate,62337,48
971,Karen,Roberts,kirkhart@example.net,001-809-278-7102x07722,Sales Associate,86596,97
972,Michael,Smith,michelle07@example.net,823.604.8791x41642,Inventory Executive,70127,23
973,Cynthia,Valencia,whitemark@example.org,790-435-5705,Inventory Executive,56462,67
974,Tracy,Watson,benjaminhunt@example.com,320.271.7321,Sales Associate,46545,57
975,Seth,Walsh,gingram@example.com,+1-910-658-7675x35306,Cashier,53009,82
976,Jared,Hancock,leslie48@example.org,(762)587-8170x30333,Customer Support,46621,68
977,Jennifer,Hansen,juliananderson@example.com,+1-385-515-1367x514,Store Manager,43224,12
978,Michelle,Shields,wardbrian@example.net,9129097722,Inventory Executive,82681,91
979,Andrew,Watts,xjohnson@example.com,526-949-1314,Sales Associate,40085,16
980,Courtney,Perez,ifoster@example.com,(201)467-6341x752,Sales Associate,58038,71
981,Jamie,Pearson,karenjarvis@example.com,(536)697-5597,Customer Support,81718,63
982,Melissa,Walters,bestcynthia@example.com,001-809-933-7909,Inventory Executive,68896,26
983,Amanda,Mercado,sturner@example.org,(826)669-6923x04930,Store Manager,76996,21
984,Robin,Daniels,carrie74@example.net,524-900-1906x9372,Sales Associate,45173,25
985,Christina,Barker,wgalloway@example.org,8366596815,Sales Associate,80128,3
986,Nicholas,Hale,omoore@example.com,2645881668,Store Manager,42511,57
987,Shelly,Garcia,kjohnson@example.org,9904307078,Sales Associate,41486,40
988,Troy,Bowers,amber08@example.com,3452894303,Customer Support,70441,67
989,Gabrielle,Dunn,syoung@example.org,614-427-5398,Inventory Executive,74740,40
990,Melissa,Mcdaniel,obrienroy@example.net,(239)809-3667x638,Inventory Executive,46826,68
991,Ashley,Rangel,ujones@example.org,507.264.0344x5080,Customer Support,78695,7
992,Jackson,Russell,davilamichael@example.com,553-789-1457,Sales Associate,56627,18
993,Justin,Lynch,colleennichols@example.net,(423)216-6013x5723,Sales Associate,56473,63
